Word		Original_feature		Predicted_feature
इसके		sg		sg
अतिरिक्त		UNK		UNK
गुग्गुल		sg		sg
कुंड		sg		sg
,		UNK		UNK
भीम		sg		sg
गुफा		sg		sg
तथा		UNK		UNK
भीमशिला		sg		sg
भी		UNK		UNK
दर्शनीय		any		any
स्थल		pl		pl
हैं		pl		pl
।		UNK		UNK
कोलकाता		sg		sg
के		sg		sg
उत्तर		sg		sg
में		UNK		UNK
विवेकानंद		sg		any
पुल		sg		sg
के		UNK		UNK
पास		sg		sg
दक्षिणेश्वर		sg		sg
काली		sg		sg
मंदिर		sg		sg
स्थित		any		any
है		sg		sg
।		UNK		UNK
कहते		pl		pl
हैं		pl		pl
मोहब्बत		sg		sg
और		UNK		UNK
जंग		sg		sg
में		UNK		UNK
सब		UNK		sg
कुछ		any		UNK
जायज		any		any
है		sg		sg
।		UNK		UNK
काँची		sg		sg
कामकोटि		sg		sg
पीठ		sg		sg
के		sg		sg
शंकराचार्य		sg		sg
जयेंद्र		sg		sg
सरस्वती		sg		sg
को		UNK		UNK
कोर्ट		sg		sg
ने		UNK		UNK
आज		sg		sg
भी		UNK		UNK
किसी		sg		sg
तरह		sg		sg
की		sg		sg
राहत		sg		sg
नहीं		UNK		UNK
दी		sg		sg
।		UNK		UNK
सरकार		sg		sg
एड्स		sg		sg
के		sg		sg
मुफ्त		any		any
इलाज		sg		sg
की		sg		sg
सुविधा		sg		sg
को		UNK		UNK
और		UNK		UNK
अधिक		UNK		UNK
समय		sg		sg
के		UNK		UNK
लिए		UNK		UNK
बढ़ा		sg		sg
रही		sg		sg
है		sg		sg
।		UNK		UNK
दिल्ली		sg		sg
विश्वविद्यालय		sg		sg
की		UNK		UNK
तरह		UNK		UNK
रैगिंग		sg		sg
का		sg		sg
साया		sg		sg
अब		UNK		UNK
गुड़गाँव		sg		sg
के		pl		pl
कॉलेजों		pl		pl
पर		UNK		UNK
भी		UNK		UNK
पड़ने		sg		sg
लगा		sg		sg
है		sg		sg
।		UNK		UNK
उत्तर		sg		sg
भारत		sg		sg
के		pl		pl
कई		UNK		UNK
स्थानों		pl		pl
में		UNK		UNK
बृहस्पतिवार		sg		sg
